album,released,name,text
"Ferro Battuto
      ",2001,Scherzo menor,Bajo ese plàtano amarillo te jure Amor eterno para ti Tù despertabas mi inocencia preadamìtica Y una inmobilidad Pero no somos piedra de tungsteno Y el hombre cambia propriedad Matando siempre a traiciòn con el veneno De envidia e infidelidad Los dias van borràndose sin tregua Uniendo el frìo y el calor Ràpido y àagil como un lebrel Mi dolor cambia de nuevo su color He visto luces Iluminar escenas del futuro Los anos me dividen ya En mil pedazos El nùmero lo sabes deja huella Bajo ese plàtano amarillo te jure Amor eterno para ti Tù despertabas mi inocencia preadamìtica Pero no somos piedra de tungsteno Y el hombre cambia propriedad Matando siempre a traiciòn con el veneno De envidia e infidelidad
"Dieci Stratagemmi
      ",2004,Tra sesso e castità,"Andando a caso consideravo girando per strade vuote Che l’equilibrio si vede da sè si avverte immediatamente Ribussa ai miei pensieri un desiderio di ieri Ed è l’eterna lotta tra sesso e castità Chissà com’è la tua vita oggi E chissà perché avrò abdicato Scorrono gli anni nascosti dal fatto che c’è sempre molto da fare E il tempo presente si lascia fuggire con scuse condizionali Ribussa ai miei pensieri un desiderio di ieri Ed è l’eterno scontro tra sesso e castità Chissà com’è la tua vita oggi E chissà perché avrò abdicato Tra i sussurri l’indolente ebbrezza di ascendere e cadere qui Tra la vita e il sonno, la luce e il buio dove forze oscure Da sempre si scatenano Felici i giorni in cui il fato ti riempie di lacrime ed arcobaleni Della lussuria che tenta i papaveri con turbinii e voglie … Chissà perché avrò abdicato con te riproverei ... Per capriccio gioco per necessità Mi divido così tra astinenza e pentimenti Tra sesso e castità"
"Gilgamesh
      ",1992,Il Diluvio,"[Intro - Utnapishtim & Moglie di Utnapishtim] Lascia che ti riveli una cosa ben custodita: quando gli dèi in consiglio decisero il diluvio c'era Anu padre loro, Enlil il guerriero, Ninurta, Ennugi e il lungimirante Ea. [Verse 1 - Utnapishtim e Moglie di Utnapishtim] Ea mi disse: ""Costruirai una barca: larghezza e lunghezza saranno in armonia, coprila d'un tetto come l'Apsû, dividila in sette, caricala di amici e parenti, di animali, di artigiani; due terzi dovranno emergere dall'acqua"" [Hook - Coro] Halleluja Pater noster [Parlato - Utnapishtim] La tempesta era terribile a vedersi gli stessi dèi pentiti ebbero paura di quel furioso diluvio e si accucciarono come cani. Per sei giorni e sei notti soffiò il vento, l'inondazione sommerse la Terra. Al settimo giorno il diluvio cessò. Guardai il tempo: regnava il silenzio. Mi inchinai e piansi..."
"Nomadas
      ",1987,Perspectiva Nevski,Un viento a treinta grado bajo cero Barría las desiertas avenidas y los campanarios A ráfagas heladas de metralla Desintegraba cúmulos de nieve Y los fuegos de la guardia roja encendidos Para echar a lobos y viejas con rosario Y los fuegos de la guardia roja encendidos Para echar a lobos y viejas con rosario Sentados en las gradas de la iglesia Esperábamos tras la misa que saliesen las mujeres Mirábamos con expresión ausente La gracia incomparable de Niyinski Y luego de él se enamoró perdidamente su empresario Y de las danzas rusas Y luego de él se enamoró perdidamente su empresario Y de las danzas rusas Con mi generación pasé el invierno Mujeres encorvadas sobre el telar en la ventana Un día en la perspectiva Nevski Me encontré por azar a Igor Stravinski Los orinales puestos bajo el lecho por la noche Cine de Eisenstein por la revolución Los orinales puestos bajo el lecho por la noche Cine de Eisenstein por la revolución Estudiábamos cerrados en un cuarto Con débil luz de velas y candiles de petróleo Y cuando se trataba de hablar Esperábamos siempre con placer Y mi maestro me enseñó Qué difícil es descubrir el alba dentro de las sombras Y mi maestro me enseñó Qué difícil es descubrir el alba dentro de las sombras
"L'Ombrello E La Macchina Da Cucire
      ",1995,L'esistenza di Dio,"Giovane teologo non fare Come in rue de Fouarre Dove si produceva amore Si produceva per Dio E arnesi per dimostrarne l'esistenza, che Già mostrava la sola competenza Lessing diciassettenne Arriva a Lipsia Per fare teologia Apprende prima la scherma e la danza La distinzione E la lontananza Camice, prego! Il teologo si prepari Agli atti della sua professione Ecco, no guardate Un po' più sotto Qui vedrete esattamente com'è fatto Dio L'attributo ""buono"" Delimita uno spazio Segna una distanza Il paziente non può aspettare Si proceda a regolare Dissezione Camice, prego! Signori, anatomia! Presto, bisturi. Klemmen her! Signori teologi basta, ricucite Ancora una cosa Mente a Ockam prego: Dio differisce dalla pietra Perchè questa, dice, è finita La teologia vi invita Anzi vi impone di Immaginare Una pietra infinita Camice, prego"
"Gommalacca
      ",1998,È stato molto bello,I colli dei cigni Splendono alla luce E mille barbagli Trafiggono le palpebre Il fuoco che bruciò Roma è solo sprazzo Così mi incendi Con bugie di suoni mi possiedi E' stato molto bello Finisce la tarda estate E' stato molto bello Si prolungano le ombre oltre la sera Non domandarmi dove porta la strada Seguila e cammina soltanto Io non invecchio Niente più m'imprigiona
"Apriti Sesamo
      ",2012,Aurora,"Vento, tu che sei passato sul sobborgo Ed hai abbeverato le colline assetate Porta a me le cupe nuvole Affinché le possa riempire d’acqua Con le mie lacrime Borghi, verso i quali s’incamminano le disgrazie Come lupi che s’incamminano nella selva Là, dove ho accompagnato i leoni all’acqua Ed ho visitato tane di gazzelle Dietro di te oh mare, ho un paradiso da scoprire Dove c’è contentezza e miseria alcuna Se di giorno penso di conquistare La sera tu me lo rinneghi Ho ceduto ai desideri che il mare mi ha proibito di incontrare E farò della mezzaluna un battello Per abbracciare l’ardere del quel fuoco E farò della mezzaluna un battello Per abbracciare l’ardere di quel fuoco Oh tu Aurora portami la luce, tu Aurora portami la luce La Mente è qualcosa di stupefacente, un tesoro Che soddisfa il desiderio, uno scrigno Di ogni possibile cosa"
"L'Imboscata
      ",1996,Serial killer,"Mentre al riparo di un faggio Anelo alla felicità delle foglie Sfilano lontane carovane E il mio sogno è perfetto Ma l'esistenza mi attira Mi vedo riflesso sulle acque del lago Sogno pomeridiano di un fauno che si sveglia No non voglio farti del male Fratello mio, non credere Perché ho un coltello in mano E tu mi vedi quest'arma a tracolla E le bombe che pendono dal mio vestito Come bizzarri ornamenti Collane di scomparse tribù Non avere paura Perché porto il coltello tra i denti E agito il fucile come emblema virile Non avere paura della mia trentotto Che porto qui sul petto Di questo invece devi avere paura: Io sono un uomo come te Gli eucalipti crescono bene, quest'anno Peschi e tamarindi colorano le mie avide pupille Mi preparano un cuscino di erbe per nuovi sogni Per nuovi sogni"
"Mondi Lontanissimi
      ",1985,L'animale,Vivere non è difficile potendo poi rinascere Cambierei molte cose un po' di leggerezza e di stupidità Fingere tu riesci a fingere quando ti trovi accanto a me Mi dai sempre ragione e avrei voglia di dirti Ch' è meglio se sto solo... Ma l' animale che mi porto dentro Non mi fa vivere felice mai Si prende tutto anche il caffè Mi rende schiavo delle mie passioni E non si arrende mai e non sa attendere E l' animale che mi porto dentro vuole te Dentro me segni di fuoco è l'acqua che li spegne Se vuoi farli bruciare tu lasciali nell' aria Oppure sulla terra Ma l' animale che mi porto dentro Non mi fa vivere felice mai Si prende tutto anche il caffè Mi rende schiavo delle mie passioni E non si arrende mai e non sa attendere E l' animale che mi porto dentro vuole te....
"L'Ombrello E La Macchina Da Cucire
      ",1995,Moto browniano,Moto browniano Particelle di polline Pulviscolo londinese Un frammento della Sfinge E altro Sospesi in acqua... Provo sdegno verso alberi e fogliami Foreste onnipossenti Mi invita una terra spoglia Senza tracce di vita Uguali l'uragano E il tenue soffio di vento..... Mi tentano paesaggi Senza alcuna idea di movimento.... Dove l'immoto echeggia - riposi
"Fisiognomica
      ",1988,Nomadi,"Nomadi che cercano gli angoli della tranquillità Nelle nebbie del nord e nei tumulti delle civiltà Tra i chiari scuri e la monotonia Dei giorni che passano Camminatore che vai Cercando la pace al crepuscolo La troverai Alla fine della strada Lungo il transito dell'apparente dualità La pioggia di settembre Risveglia i vuoti della mia stanza Ed i lamenti della solitudine Si prolungano Come uno straniero non sento legami di sentimento E me ne andrò Dalle città Nell'attesa del risveglio I viandanti vanno in cerca di ospitalità Nei villaggi assolati E nei bassifondi dell'immensità E si addormentano sopra i guanciali della terra Forestiero che cerchi la dimensione insondabile La troverai, fuori città Alla fine della strada"
"Ferro Battuto
      ",2001,Bist du bei mir,"Ardo dal desiderio di vederti Forza perenne delle catene Di stare in mezzo a tanta gente La forza della vita è nel denaro Ma soprattutto la ricchezza virtuale Sta più in alto di quella reale Ma soprattutto la ricchezza virtuale sta più in alto Bisognerebbe scacciare le avversità come si fa con le mosche Per chi rimane incosciente, le colline sono ancora in fiore Risuona un mambo nella cavea e il mondo semplicemente gira Sull’orlo di un precipizio mi inviti adesso a giocare Bist du bei mir geh ich mit Freuden Zum Sterben und zum meiner Ruh Bist du bei mir mit Freuden La luce abbagliò i miei sensi come in un quadro di Monet Mentre l’estate insidiava il giovane Gesualdo Risuona un mambo nella cavea e il mondo semplicemente gira Sull’orlo di un precipizio mi inviti adesso a giocare Bist du bei mir geh ich mit Freuden Zum Sterben und zum meiner Ruh Bist du bei mir mit Freuden"
"Orizzonti Perduti
      ",1983,La musica è stanca,"In quest'epoca di bassa fedeltà e altissimo volume Il rumore allucinante delle radio non ci molla mai; E quanti cantanti musicisti arrabbiati Che farebbero meglio a smettere di fumare Brutta produzione altissimo consumo La musica è stanca, non ce la fa più E quante cantanti di bella presenza Che starebbero meglio a fare compagnia Disco, disco. Telegatti (I'll never fall in love again Come with me At the end of the rainbow) Portami via da questo mondo assurdo Dalle illusioni e dai percorsi ereditari Portami dentro un alveare O nei bachi da seta e via da questo popolo E via dal mio vicino che attacca sempre il giradischi In quest'epoca di scarsa intelligenza ed alta involuzione Qualche scemo crede ancora che veniamo dalle scimmie E il sole soltanto una palla di fuoco E non si sono accorti che è una forma di una tappa di energia Adamo colse della frutta dall'albero della conoscenza Poi l'ultima mela cadde sulla testa Procurando un ematoma a Newton"
"L'Ombrello E La Macchina Da Cucire
      ",1995,Un vecchio cameriere,"Splendore inconsumato Di tutto l'universo, fiato Punto fermo del cosmo: Terra, desolata.......... Qualcuno ci lancia nella vita Questa nella coscienza: Anche quella di un povero commesso Che nel tempo stesso Apre gli occhi rabbrividendo Al giorno Che gli ghigna attorno Ein alter Kellner Un vecchio cameriere Anche la sua coscienza Getta sulla terra - Dolori e sofferenza I piedi che gli dolgono La moglie pazza E quanto gliene viene Dal fatto che egli è un uomo E appartiene alla razza Un giorno amò Ora si fa il bucato Sognando il re che sarebbe stato Mentre il pensiero di te Si unisce a quel che penso E i cicli del mondo si susseguono Issami su corde per vie canoniche Ascendendo e discendendo Non fate crescere niente Su questa terra"
"Dieci Stratagemmi
      ",2004,Le aquile non volano a stormi,[Intro] Giorni e mesi corrono veloci La strada è oscura e incerta E temo di offuscarmi Non prestare orecchio alle menzogne Non farti soffocare dai maligni Non ti nutrire di invidie e gelosie [Hook] In silenzio soffro i danni del tempo Le aquile non volano a stormi Vivo è il rimpianto della via smarrita Nell'incerto cammino del ritorno [Verse 1] Seguo la guida degli antichi saggi Mi affido al cuore ed attraverso il male A chi confessi i tuoi segreti? Ferito al mattino a sera offeso Salta su un cavallo alato Prima che l'incostanza offuschi lo splendore [Hook] In silenzio soffro i danni del tempo Le aquile non volano a stormi Vivo è il rimpianto della via smarrita Nell'incerto cammino del ritorno [Verse 2] Shizukani tokino kizuni kurushimu Murewo kundewa tobanai taka Furuki oshiewo tadotte Kokoronomamani konokanashimiwo norikoete
"L'Ombrello E La Macchina Da Cucire
      ",1995,Piccolo pub,"Vi saluto amici, ci vedremo domani..... Se la notte non fa il suo colpo stanotte Trombe irreali, ululano cani, si sentono Odo marcette militari Nel '43, ero malato Vidi tutta la mia vita Sudato scorreva finita Vi saluto, amici, ci vedremo domani.... Se la notte non fa il suo colpo stanotte Cerimonioso, entro Nel suo centro vitale (L'armatura rimanda la Luce Originale.) Guerriero della vita Sospendo le armi e la battaglia Birra e urina Si scambiano le parti: La latrina è il tuo caveau Liquido vitale scorre in entrambe Regalo della notte, piccolo pub Nessuno o tutt'uno Vacca nera sono Gatto grigio nella tua notte Nessuno o tutt'uno Vacca nera sei Gatto grigio nella mia notte"
